County, FIPS,AgeAdjustedRateP100K
"Vernon County, Missouri(6,10)",29217,417.4
"Holt County, Nebraska(6,10)",31089,417.3
"Plumas County, California(7,9)",6063,417.3
"Kalkaska County, Michigan(6,10)",26079,417.3
"Wahkiakum County, Washington(6,10)",53069,417.2
"Hardeman County, Texas(6,10)",48197,417.1
"Jefferson County, Oklahoma(6,10)",40067,417.1
"Dallas County, Missouri(6,10)",29059,417.1
"George County, Mississippi(6,10)",28039,417.1
"Stevens County, Washington(6,10)",53065,417
"Warren County, Georgia(7)",13301,417
"Meigs County, Ohio(6,10)",39105,416.9
"Rogers County, Oklahoma(6,10)",40131,416.9
"Payne County, Oklahoma(6,10)",40119,416.8
"Richland County, Wisconsin(6,10)",55103,416.8
"Madison County, Tennessee(6,10)",47113,416.7
"Carter County, Tennessee(6,10)",47019,416.6
"Fannin County, Texas(6,10)",48147,416.5
"Texas County, Oklahoma(6,10)",40139,416.5
"Ouachita County, Arkansas(6,10)",5103,416.5
"Carroll County, Indiana(6,10)",18015,416.5
"Putnam County, Ohio(6,10)",39137,416.3
"Randolph County, West Virginia(6,10)",54083,416.3
"Howard County, Nebraska(6,10)",31093,416.3
"Columbia County, Georgia(7,9)",13073,416.1
"Floyd County, Texas(6,10)",48153,416
"Wayne County, Ohio(6,10)",39169,415.9
"Fillmore County, Nebraska(6,10)",31059,415.7
"Livingston County, Michigan(6,10)",26093,415.7
"Otero County, New Mexico(7,8)",35035,415.6
"Lubbock County, Texas(6,10)",48303,415.6
"Quay County, New Mexico(7,8)",35037,415.6
"Valencia County, New Mexico(7,8)",35061,415.6
"Washington County, Texas(6,10)",48477,415.5
"Montgomery County, Maryland(6,10)",24031,415.5
"Teton County, Montana(6,10)",30099,415.4
"Lexington County, South Carolina(6,10)",45063,415.3
"Clearwater County, Idaho(6,10)",16035,415.3
"Clay County, Mississippi(6,10)",28025,415
"Davis County, Iowa(7,8)",19051,415
"St. Lucie County, Florida(6,10)",12111,415
"Missoula County, Montana(6,10)",30063,414.9
"Burleson County, Texas(6,10)",48051,414.9
"Howell County, Missouri(6,10)",29091,414.7
"Wells County, Indiana(6,10)",18179,414.5
"Tippah County, Mississippi(6,10)",28139,414.5
"Butler County, Nebraska(6,10)",31023,414.4
"Seward County, Nebraska(6,10)",31159,414.4
"Midland County, Texas(6,10)",48329,414.3
"Laclede County, Missouri(6,10)",29105,414.2
"Madison County, North Carolina(6,10)",37115,414.2
"Cameron County, Texas(6,10)",48061,414.1
"Lawrence County, Missouri(6,10)",29109,414.1
"Douglas County, Colorado(6,10)",8035,414.1
"Avery County, North Carolina(6,10)",37011,414
"Siskiyou County, California(7,9)",6093,413.9
"Abbeville County, South Carolina(6,10)",45001,413.8
"Christian County, Missouri(6,10)",29043,413.8
"Chicot County, Arkansas(6,10)",5017,413.7
"Big Horn County, Wyoming(6,10)",56003,413.6
"Jefferson County, Nebraska(6,10)",31095,413.6
"Gallatin County, Montana(6,10)",30031,413.6
"Jones County, Texas(6,10)",48253,413.5
"Jefferson County, Colorado(6,10)",8059,413.5
"Yankton County, South Dakota(6,10)",46135,413.4
"Austin County, Texas(6,10)",48015,413.3
"Gibson County, Indiana(6,10)",18051,413.3
"Ionia County, Michigan(6,10)",26067,413.3
"Miami County, Indiana(6,10)",18103,413.3
"Hinsdale County, Colorado(6,10)",8053,413
"Tallahatchie County, Mississippi(6,10)",28135,413
"Lowndes County, Mississippi(6,10)",28087,412.9
"Dawson County, Nebraska(6,10)",31047,412.9
"St. Helena Parish, Louisiana(7,9)",22091,412.9
"Campbell County, Wyoming(6,10)",56005,412.8
"Ellis County, Oklahoma(6,10)",40045,412.7
"San Juan County, Washington(7,8)",53055,412.7
"Comal County, Texas(6,10)",48091,412.6
"Noble County, Indiana(6,10)",18113,412.5
"Panola County, Texas(6,10)",48365,412.5
"Sarasota County, Florida(6,10)",12115,412.4
"Crenshaw County, Alabama(6,10)",1041,412.3
"Green County, Wisconsin(6,10)",55045,412.3
"Hyde County, North Carolina(6,10)",37095,412.2
"Otoe County, Nebraska(6,10)",31131,412.1
"Phillips County, Colorado(6,10)",8095,412.1
"Nemaha County, Nebraska(6,10)",31127,412.1
"Kiowa County, Colorado(6,10)",8061,412.1
"Steuben County, Indiana(6,10)",18151,412
"Upshur County, Texas(6,10)",48459,411.9
"Benton County, Mississippi(6,10)",28009,411.9
"Dyer County, Tennessee(6,10)",47045,411.9
"Woods County, Oklahoma(6,10)",40151,411.8
"La Plata County, Colorado(6,10)",8067,411.8
"Adams County, Indiana(6,10)",18001,411.7
"Iowa County, Wisconsin(6,10)",55049,411.7
"Winneshiek County, Iowa(7,8)",19191,411.7
"Jeff Davis County, Georgia(7,9)",13161,411.6
"Sandoval County, New Mexico(7,8)",35043,411.6
"Washington County, Arkansas(6,10)",5143,411.5
"Eaton County, Michigan(6,10)",26045,411.3
"Colfax County, New Mexico(7,8)",35007,411.3
"Maricopa County, Arizona(6,10)",4013,411.2
"Hamilton County, Indiana(6,10)",18057,411
"Brown County, Nebraska(6,10)",31017,411
"Throckmorton County, Texas(6,10)",48447,411
"Fergus County, Montana(6,10)",30027,411
"Montgomery County, Indiana(6,10)",18107,410.7
"Vernon County, Wisconsin(6,10)",55123,410.5
"Park County, Wyoming(6,10)",56029,410.4
"McIntosh County, Oklahoma(6,10)",40091,410.2
"Jerauld County, South Dakota(6,10)",46073,410.2
"Tillamook County, Oregon(6,10)",41057,410.1
"Isabella County, Michigan(6,10)",26073,410.1
"Fairbanks North Star, Alaska(6,10)",2090,409.7
"Grant County, Wisconsin(6,10)",55043,409.7
"Lenawee County, Michigan(6,10)",26091,409.6
"Brazos County, Texas(6,10)",48041,409.4
"Swisher County, Texas(6,10)",48437,409.4
"Lincoln County, Arkansas(6,10)",5079,409.3
"Parke County, Indiana(6,10)",18121,409.2
"Pacific County, Washington(6,10)",53049,409.2
"Johnson County, Arkansas(6,10)",5071,409.2
"Polk County, Missouri(6,10)",29167,409.2
"Poweshiek County, Iowa(7,8)",19157,409
"Duchesne County, Utah(7,8)",49013,408.8
"Kenai Peninsula Borough, Alaska(6,10)",2122,408.8
"Crane County, Texas(6,10)",48103,408.7
"Kerr County, Texas(6,10)",48265,408.7
"Garfield County, Utah(7,8)",49017,408.7
"Brown County, South Dakota(6,10)",46013,408.6
"Pondera County, Montana(6,10)",30073,408.6
"Martin County, Florida(6,10)",12085,408.4
"Tripp County, South Dakota(6,10)",46123,408.1
"Gillespie County, Texas(6,10)",48171,408.1
"Callahan County, Texas(6,10)",48059,408.1
"Oktibbeha County, Mississippi(6,10)",28105,407.9
"Mississippi County, Arkansas(6,10)",5093,407.8
"Knox County, Missouri(6,10)",29103,407.8
"Barron County, Wisconsin(6,10)",55005,407.8
"Clark County, South Dakota(6,10)",46025,407.8
"Madison Parish, Louisiana(7,9)",22065,407.7
"Weber County, Utah(7,8)",49057,407.5
"Lancaster County, Nebraska(6,10)",31109,407.3
"Daviess County, Indiana(6,10)",18027,407.3
"Sutton County, Texas(6,10)",48435,407.3
"Hockley County, Texas(6,10)",48219,407.3
"Nevada County, California(7,9)",6057,407.2
"Bonner County, Idaho(6,10)",16017,407.2
"Pickens County, Alabama(6,10)",1107,407.1
"Wagoner County, Oklahoma(6,10)",40145,406.9
"Red Willow County, Nebraska(6,10)",31145,406.9
"Calhoun County, Michigan(6,10)",26025,406.9
"Clay County, Texas(6,10)",48077,406.8
"Allamakee County, Iowa(7,8)",19005,406.8
"Caribou County, Idaho(6,10)",16029,406.8
"Atascosa County, Texas(6,10)",48013,406.4
"Rio Arriba County, New Mexico(7,8)",35039,406.2
"Portage County, Wisconsin(6,10)",55097,406.1
"Butte County, Idaho(6,10)",16023,406.1
"Freestone County, Texas(6,10)",48161,406
"Watauga County, North Carolina(6,10)",37189,405.9
"Morgan County, Colorado(6,10)",8087,405.9
"Johnson County, Wyoming(6,10)",56019,405.8
"Anderson County, Texas(6,10)",48001,405.6
"Manatee County, Florida(6,10)",12081,405.6
"DeSoto County, Florida(6,10)",12027,405.5
"Missaukee County, Michigan(6,10)",26113,405.4
"Atkinson County, Georgia(7,9)",13003,405.3
"Randolph County, Georgia(7,9)",13243,405.3
"Charlotte County, Florida(6,10)",12015,405.2
"Fremont County, Wyoming(6,10)",56013,405.2
"Broomfield County, Colorado(6,10)",8014,405.1
"Currituck County, North Carolina(6,10)",37053,405.1
"Harmon County, Oklahoma(6,10)",40057,404.9
"Inyo County, California(7,9)",6027,404.9
"Donley County, Texas(6,10)",48129,404.8
"Lee County, Florida(6,10)",12071,404.8
"Robertson County, Texas(6,10)",48395,404.7
"Jefferson County, Idaho(6,10)",16051,404.6
"Boulder County, Colorado(6,10)",8013,404.4
"Meade County, South Dakota(6,10)",46093,404.4
"Washington County, Utah(7,8)",49053,404.3
"Travis County, Texas(6,10)",48453,404.2
"Graham County, Arizona(6,10)",4009,404.2
"Los Alamos County, New Mexico(7,8)",35028,404
"Collingsworth County, Texas(6,10)",48087,404
"Franklin County, Maine(6,10)",23007,404
"Gilchrist County, Florida(6,10)",12041,403.8
"Fulton County, Arkansas(6,10)",5049,403.6
"Prowers County, Colorado(6,10)",8099,403.5
"Weston County, Wyoming(6,10)",56045,403.4
"Craighead County, Arkansas(6,10)",5031,403.3
"Waushara County, Wisconsin(6,10)",55137,403.3
"Chester County, Tennessee(6,10)",47023,403.3
"Baraga County, Michigan(6,10)",26013,403.2
"Neshoba County, Mississippi(6,10)",28099,403.2
"Crisp County, Georgia(7,9)",13081,403.1
"Logan County, Colorado(6,10)",8075,403
"Phillips County, Montana(6,10)",30071,402.9
"Williams County, Ohio(6,10)",39171,402.9
"Madison County, Texas(6,10)",48313,402.7
"Oscoda County, Michigan(6,10)",26135,402.7
"Houston County, Texas(6,10)",48225,402
"Juab County, Utah(7,8)",49023,402
"Douglas County, Oregon(6,10)",41019,401.9
"Lincoln County, Tennessee(6,10)",47103,401.8
"Morris County, Texas(6,10)",48343,401.6
"Graham County, North Carolina(6,10)",37075,401.6
"Kodiak Island Borough, Alaska(6,10)",2150,401.6
"Delta County, Texas(6,10)",48119,401.4
"Ware County, Georgia(7,9)",13299,401.4
"Waller County, Texas(6,10)",48473,401.3
"Pima County, Arizona(6,10)",4019,401.3
"Wheeler County, Oregon(6,10)",41069,401.3
"Sevier County, Arkansas(6,10)",5133,401.1
"Marion County, Texas(6,10)",48315,401
"Red River County, Texas(6,10)",48387,401
"Franklin County, Indiana(6,10)",18047,401
"Cedar County, Missouri(6,10)",29039,400.9
"Monroe County, Florida(6,10)",12087,400.8
"Grant County, New Mexico(7,8)",35017,400.6
"Power County, Idaho(6,10)",16077,400.5
"Walker County, Georgia(7,9)",13295,400.3
"Garden County, Nebraska(6,10)",31069,400.3
"Benton County, Arkansas(6,10)",5007,400
"Cheyenne County, Colorado(6,10)",8017,400
"Mercer County, Missouri(6,10)",29129,399.8
"Nowata County, Oklahoma(6,10)",40105,399.8
"Shannon County, Missouri(6,10)",29203,399.5
"Mayes County, Oklahoma(6,10)",40097,399.5
"Ottawa County, Michigan(6,10)",26139,399.4
"Jack County, Texas(6,10)",48237,399.3
"McCulloch County, Texas(6,10)",48307,399.3
"Burnett County, Wisconsin(6,10)",55013,399.2
"Taylor County, Wisconsin(6,10)",55119,399.2
"Sweetwater County, Wyoming(6,10)",56037,398.8
"Teton County, Wyoming(6,10)",56039,398.8
"Hopkins County, Texas(6,10)",48223,398.8
"Custer County, Nebraska(6,10)",31041,398.7
"Camden County, Missouri(6,10)",29029,398.6
"Barton County, Missouri(6,10)",29011,398.2
"Pittsburg County, Oklahoma(6,10)",40121,398.2
"San Juan County, New Mexico(7,8)",35045,398.1
"Greeley County, Nebraska(6,10)",31077,398.1
"Elbert County, Colorado(6,10)",8039,398
"Phillips County, Arkansas(6,10)",5107,398
"Shelby County, Texas(6,10)",48419,398
"Barnwell County, South Carolina(6,10)",45011,397.8
"Dade County, Missouri(6,10)",29057,397.7
"Kittitas County, Washington(6,10)",53037,397.6
"Columbia County, Arkansas(6,10)",5027,397.4
"Lafayette County, Florida(6,10)",12067,397.3
"Stone County, Arkansas(6,10)",5137,397.3
"Walton County, Florida(6,10)",12131,397.1
"Lincoln County, South Dakota(6,10)",46083,397.1
"Mesa County, Colorado(6,10)",8077,397
"Sevier County, Utah(7,8)",49041,396.9
"Lake County, Michigan(6,10)",26085,396.8
"Titus County, Texas(6,10)",48449,396.7
"Claiborne County, Mississippi(6,10)",28021,396.7
"Midland County, Michigan(6,10)",26111,396.5
"Lincoln County, Georgia(7,9)",13181,396
"McCormick County, South Carolina(6,10)",45065,395.9
"Ontonagon County, Michigan(6,10)",26131,395.9
"Cotton County, Oklahoma(6,10)",40033,395.8
"Ralls County, Missouri(6,10)",29173,395.6
"Modoc County, California(7,9)",6049,395.3
"Alger County, Michigan(6,10)",26003,395.2
"Coconino County, Arizona(6,10)",4005,395.2
"Clear Creek County, Colorado(6,10)",8019,395
"Bladen County, North Carolina(6,10)",37017,394.8
"Sheridan County, Nebraska(6,10)",31161,394.7
"Chaffee County, Colorado(6,10)",8015,394.6
"Alfalfa County, Oklahoma(6,10)",40003,394.4
"Williamson County, Texas(6,10)",48491,394.3
"Franklin County, Arkansas(6,10)",5047,394.3
"St. Joseph County, Michigan(6,10)",26149,394.3
"Lee County, Alabama(6,10)",1081,394.1
"Bandera County, Texas(6,10)",48019,394
"Polk County, North Carolina(6,10)",37149,393.5
"Wise County, Texas(6,10)",48497,393
"Johnston County, Oklahoma(6,10)",40069,392.9
"Mariposa County, California(7,9)",6043,392.8
"York County, Nebraska(6,10)",31185,392.7
"Hays County, Texas(6,10)",48209,392.7
"Pike County, Arkansas(6,10)",5109,392.7
"Klickitat County, Washington(6,10)",53039,392.6
"Polk County, Arkansas(6,10)",5113,392.5
"Choctaw County, Alabama(6,10)",1023,392.3
"Cass County, Texas(6,10)",48067,392
"Taylor County, West Virginia(6,10)",54091,392
"Crawford County, Michigan(6,10)",26039,391.9
"Jackson County, Texas(6,10)",48239,391.7
"Phelps County, Nebraska(6,10)",31137,391.7
"Somervell County, Texas(6,10)",48425,391.7
"Millard County, Utah(7,8)",49027,391.6
"Yavapai County, Arizona(6,10)",4025,391.5
"Big Horn County, Montana(6,10)",30003,391.3
"Newberry County, South Carolina(6,10)",45071,390.9
"Coleman County, Texas(6,10)",48083,390.6
"Parmer County, Texas(6,10)",48369,390.5
"Taylor County, Georgia(7,9)",13269,390.5
"DeKalb County, Alabama(6,10)",1049,390.2
"Garfield County, Colorado(6,10)",8045,390.1
"Dillingham Census Area, Alaska(6,10)",2070,390
"Sheridan County, Montana(6,10)",30091,389.9
"Mackinac County, Michigan(6,10)",26097,389.9
"Transylvania County, North Carolina(6,10)",37175,389.8
"Delta County, Michigan(6,10)",26041,389.7
"Henry County, Ohio(6,10)",39069,389.6
"Uinta County, Wyoming(6,10)",56041,389.5
"LaGrange County, Indiana(6,10)",18087,389.4
"Garrett County, Maryland(6,10)",24023,389.3
"Calhoun County, Arkansas(6,10)",5013,389.2
"Broadwater County, Montana(6,10)",30007,389
"Erath County, Texas(6,10)",48143,389
"Lane County, Oregon(6,10)",41039,388.8
"Latah County, Idaho(6,10)",16057,388.8
"Skamania County, Washington(6,10)",53059,388.8
"Newaygo County, Michigan(6,10)",26123,388.6
"Larimer County, Colorado(6,10)",8069,388.5
"Blaine County, Idaho(6,10)",16013,388.3
"Ravalli County, Montana(6,10)",30081,388.1
"Hale County, Texas(6,10)",48189,388
"Kane County, Utah(7,8)",49025,388
"Utah County, Utah(7,8)",49049,387.7
"Marshall County, South Dakota(6,10)",46091,387.6
"Newton County, Arkansas(6,10)",5101,387.5
"Ottawa County, Oklahoma(6,10)",40115,387.5
"Decatur County, Georgia(7,9)",13087,387.5
"Colorado County, Texas(6,10)",48089,387
"Clark County, Idaho(6,10)",16033,386.9
"Moore County, Tennessee(6,10)",47127,386.9
"Grady County, Oklahoma(6,10)",40051,386.5
"Barry County, Missouri(6,10)",29009,386.5
"Lafayette County, Wisconsin(6,10)",55065,386.5
"McCone County, Montana(6,10)",30055,386.5
"Nevada County, Arkansas(6,10)",5099,386.4
"Aiken County, South Carolina(6,10)",45003,386.2
"Bleckley County, Georgia(7,9)",13023,386.2
"Grand County, Utah(7,8)",49019,386.1
"Weld County, Colorado(6,10)",8123,386
"Chaves County, New Mexico(7,8)",35005,385.9
"Iosco County, Michigan(6,10)",26069,385.7
"Lawrence County, South Dakota(6,10)",46081,385.7
"Washita County, Oklahoma(6,10)",40149,385.4
"Gadsden County, Florida(6,10)",12039,385.4
"Alcona County, Michigan(6,10)",26001,385.4
"Shelby County, Ohio(6,10)",39149,384.8
"Grant County, Oregon(6,10)",41023,384.8
"Pendleton County, West Virginia(6,10)",54071,384.6
"Mora County, New Mexico(7,8)",35033,383.9
"Rusk County, Texas(6,10)",48401,383.7
"District of Columbia(6,10)",11001,383.4
"Chippewa County, Michigan(6,10)",26033,383.2
"Texas County, Missouri(6,10)",29215,382.8
"Huerfano County, Colorado(6,10)",8055,382.6
"Luce County, Michigan(6,10)",26095,382.5
"Reynolds County, Missouri(6,10)",29179,382.4
"Cherokee County, Oklahoma(6,10)",40021,382.4
"Valdez-Cordova Census Area, Alaska(6,10)",2261,382.1
"Curry County, Oregon(6,10)",41015,382.1
"Delta County, Colorado(6,10)",8029,382
"Dade County, Georgia(7,9)",13083,381.9
"Sanpete County, Utah(7,8)",49039,381.9
"Park County, Colorado(6,10)",8093,381.9
"Schley County, Georgia(7,9)",13249,381.4
"Pepin County, Wisconsin(6,10)",55091,381.3
"Dunn County, Wisconsin(6,10)",55033,381.2
"Lucas County, Ohio(6,10)",39095,381
"Moffat County, Colorado(6,10)",8081,380.9
"Bacon County, Georgia(7,9)",13005,380.7
"Box Elder County, Utah(7,8)",49003,380.6
"Washington County, Florida(6,10)",12133,380.4
"Baca County, Colorado(6,10)",8009,380
"Oldham County, Texas(6,10)",48359,379.9
"Lincoln County, Wyoming(6,10)",56023,379.7
"McIntosh County, Georgia(7,9)",13191,379.7
"Camas County, Idaho(6,10)",16025,379.6
"Edgefield County, South Carolina(6,10)",45037,379.1
"Buffalo County, Wisconsin(6,10)",55011,379
"Ste. Genevieve County, Missouri(6,10)",29186,378.8
"Montgomery County, Arkansas(6,10)",5097,378.5
"Archuleta County, Colorado(6,10)",8007,378.5
"Bosque County, Texas(6,10)",48035,378.4
"Llano County, Texas(6,10)",48299,378.3
"Adair County, Oklahoma(6,10)",40001,378.2
"Lee County, Arkansas(6,10)",5077,378.2
"Blanco County, Texas(6,10)",48031,377.6
"Crittenden County, Arkansas(6,10)",5035,377.3
"Fayette County, Texas(6,10)",48149,377.2
"Delaware County, Oklahoma(6,10)",40041,377.2
"Eddy County, New Mexico(7,8)",35015,377.2
"Lincoln County, Colorado(6,10)",8073,377.1
"Lake County, Colorado(6,10)",8065,377
"Falls County, Texas(6,10)",48145,377
"Little River County, Arkansas(6,10)",5081,376.8
"Bailey County, Texas(6,10)",48017,376.6
"DeBaca County, New Mexico(7,8)",35011,376.1
"Tillman County, Oklahoma(6,10)",40141,376.1
"Leon County, Florida(6,10)",12073,376
"Summers County, West Virginia(6,10)",54089,376
"Marion County, Georgia(7,9)",13197,375.9
"Santa Fe County, New Mexico(7,8)",35049,375.9
"Fremont County, Idaho(6,10)",16043,375.7
"Hardy County, West Virginia(6,10)",54031,375.5
"Adams County, Washington(6,10)",53001,375.5
"Johnson County, Georgia(7,9)",13167,375.5
"Morgan County, Utah(7,8)",49029,375.4
"Attala County, Mississippi(6,10)",28007,375.2
"Stone County, Missouri(6,10)",29209,375.1
"Rio Grande County, Colorado(6,10)",8105,374.7
"Idaho County, Idaho(6,10)",16049,374.6
"Walthall County, Mississippi(6,10)",28147,374.5
"Lincoln County, Oklahoma(6,10)",40081,374.5
"Dooly County, Georgia(7,9)",13093,374.4
"Las Animas County, Colorado(6,10)",8071,374.2
"Wilkinson County, Mississippi(6,10)",28157,374
"Bamberg County, South Carolina(6,10)",45009,373.7
"Washington County, Colorado(6,10)",8121,373.6
"Moody County, South Dakota(6,10)",46101,373.6
"Irion County, Texas(6,10)",48235,373.4
"Cuming County, Nebraska(6,10)",31039,373.2
"Wayne County, Utah(7,8)",49055,373.1
"Madison County, Idaho(6,10)",16065,373
"Noxubee County, Mississippi(6,10)",28103,373
"Montrose County, Colorado(6,10)",8085,372.9
"Bannock County, Idaho(6,10)",16005,372.8
"Tyler County, Texas(6,10)",48457,372.7
"Torrance County, New Mexico(7,8)",35057,372.6
"Whitman County, Washington(6,10)",53075,372.6
"Garza County, Texas(6,10)",48169,372.5
"Reeves County, Texas(6,10)",48389,372.4
"Atchison County, Missouri(6,10)",29005,372.2
"Carroll County, Mississippi(6,10)",28015,371.8
"Navajo County, Arizona(6,10)",4017,371.8
"Socorro County, New Mexico(7,8)",35053,371.7
"Hillsdale County, Michigan(6,10)",26059,371.4
"Boyd County, Nebraska(6,10)",31015,371.3
"Appling County, Georgia(7,9)",13001,371.2
"Lassen County, California(7,9)",6035,371.2
"Cache County, Utah(7,8)",49005,370.4
"Uintah County, Utah(7,8)",49047,370.4
"Beaver County, Oklahoma(6,10)",40007,370.2
"Nance County, Nebraska(6,10)",31125,369.9
"Allegan County, Michigan(6,10)",26005,369.9
"Hidalgo County, Texas(6,10)",48215,369.5
"Frontier County, Nebraska(6,10)",31063,369.4
"Duval County, Texas(6,10)",48131,369
"Taliaferro County, Georgia(7)",13265,368.7
"Bee County, Texas(6,10)",48025,368.6
"Corson County, South Dakota(6,10)",46031,368.6
"Franklin County, Idaho(6,10)",16041,368.4
"Wayne County, Iowa(7,8)",19185,368.2
"Lake County, Oregon(6,10)",41037,368.2
"Sully County, South Dakota(6,10)",46119,368.1
"Greenlee County, Arizona(6,10)",4011,368
"Ogemaw County, Michigan(6,10)",26129,368
"Holt County, Missouri(6,10)",29087,367.9
"Carroll County, Arkansas(6,10)",5015,367.6
"Menominee County, Wisconsin(6,10)",55078,367.5
"Calhoun County, Florida(6,10)",12013,367.1
"Glades County, Florida(6,10)",12043,366.8
"Wheeler County, Georgia(7,9)",13309,366.6
"Cochise County, Arizona(6,10)",4003,366.2
"Custer County, South Dakota(6,10)",46033,365.3
"Moniteau County, Missouri(6,10)",29135,365
"Hempstead County, Arkansas(6,10)",5057,364.9
"Lea County, New Mexico(7,8)",35025,364.8
"Lee County, Texas(6,10)",48287,364.4
"Bon Homme County, South Dakota(6,10)",46009,364.4
"Asotin County, Washington(6,10)",53003,364.2
"Brewster County, Texas(6,10)",48043,364.2
"Alpine County, California(7,9)",6003,364.2
"Gila County, Arizona(6,10)",4007,363.9
"Pecos County, Texas(6,10)",48371,363.8
"Noble County, Ohio(6,10)",39121,363.5
"Houghton County, Michigan(6,10)",26061,363.4
"Charlton County, Georgia(7,9)",13049,363.4
"Madison County, Arkansas(6,10)",5087,362.5
"Saluda County, South Carolina(6,10)",45081,362.2
"Crockett County, Texas(6,10)",48105,362.1
"Kent County, Texas(6,10)",48263,361.8
"Roosevelt County, New Mexico(7,8)",35041,361.4
"Ozark County, Missouri(6,10)",29153,361.3
"Florence County, Wisconsin(6,10)",55037,361.3
"Haines Borough, Alaska(6,10)",2100,361.2
"Goshen County, Wyoming(6,10)",56015,361
"St. Clair County, Missouri(6,10)",29185,360.9
"Jefferson County, Florida(6,10)",12065,360.7
"Catoosa County, Georgia(7,9)",13047,360.2
"Routt County, Colorado(6,10)",8107,360
"Greene County, Mississippi(6,10)",28041,359.7
"Kit Carson County, Colorado(6,10)",8063,359.6
"Sedgwick County, Colorado(6,10)",8115,359.5
"Uvalde County, Texas(6,10)",48463,359.5
"Monroe County, Michigan(6,10)",26115,359.3
"Lincoln County, New Mexico(7,8)",35027,358.6
"Wayne County, Nebraska(6,10)",31179,358.6
"Denali, Alaska(6,10)",2068,358.3
"Yuma County, Arizona(6,10)",4027,358.2
"Cherry County, Nebraska(6,10)",31031,358.2
"Medina County, Texas(6,10)",48325,358
"Jim Wells County, Texas(6,10)",48249,357.8
"Walworth County, South Dakota(6,10)",46129,357.1
"St. Francis County, Arkansas(6,10)",5123,356.7
"Crosby County, Texas(6,10)",48107,355.6
"Shackelford County, Texas(6,10)",48417,355.6
"Andrew County, Missouri(6,10)",29003,355.5
"Hickory County, Missouri(6,10)",29085,354.9
"Concho County, Texas(6,10)",48095,354.7
"Hand County, South Dakota(6,10)",46059,354.4
"Gonzales County, Texas(6,10)",48177,354.1
"Stonewall County, Texas(6,10)",48433,353.6
"Wibaux County, Montana(6,10)",30109,353.6
"Leelanau County, Michigan(6,10)",26089,353.3
"McKinley County, New Mexico(7,8)",35031,353.2
"Schuyler County, Missouri(6,10)",29197,352.7
"Kimble County, Texas(6,10)",48267,352
"Wilson County, Texas(6,10)",48493,351.9
"Hamilton County, Florida(6,10)",12047,351.9
"Fulton County, Ohio(6,10)",39051,351.9
"Juneau Borough, Alaska(6,10)",2110,351.5
"Lincoln County, Washington(6,10)",53043,351.5
"Boundary County, Idaho(6,10)",16021,351.3
"Lafayette County, Arkansas(6,10)",5073,350.4
"Roberts County, South Dakota(6,10)",46109,350
"Knox County, Texas(6,10)",48275,349.9
"Woodward County, Oklahoma(6,10)",40153,349.2
"Oceana County, Michigan(6,10)",26127,349.1
"Costilla County, Colorado(6,10)",8023,348.6
"Hancock County, Georgia(7)",13141,348.1
"Oregon County, Missouri(6,10)",29149,347.9
"Worth County, Missouri(6,10)",29227,347.8
"Grimes County, Texas(6,10)",48185,347.7
"Branch County, Michigan(6,10)",26023,347.6
"Eagle County, Colorado(6,10)",8037,347.6
"Cassia County, Idaho(6,10)",16031,347.5
"Gates County, North Carolina(6,10)",37073,347
"Upton County, Texas(6,10)",48461,346.8
"Tensas Parish, Louisiana(7,9)",22107,346.6
"Roger Mills County, Oklahoma(6,10)",40129,346.4
"Gilpin County, Colorado(6,10)",8047,346.4
"Keweenaw County, Michigan(6,10)",26083,346.3
"Douglas County, Wisconsin(6,10)",55031,345.9
"Pinal County, Arizona(6,10)",4021,345.3
"Live Oak County, Texas(6,10)",48297,345.1
"Sanilac County, Michigan(6,10)",26151,345
"Collier County, Florida(6,10)",12021,344.7
"Harney County, Oregon(6,10)",41025,343.6
"Ouray County, Colorado(6,10)",8091,343.3
"Conejos County, Colorado(6,10)",8021,343.2
"Madison County, Montana(6,10)",30057,343
"Newton County, Texas(6,10)",48351,343
"Dawes County, Nebraska(6,10)",31045,342.3
"Howard County, Missouri(6,10)",29089,341.4
"Candler County, Georgia(7,9)",13043,341.4
"DeKalb County, Missouri(6,10)",29063,341.1
"Emery County, Utah(7,8)",49015,340.3
"Perkins County, Nebraska(6,10)",31135,339.9
"Curry County, New Mexico(7,8)",35009,339.3
"Pushmataha County, Oklahoma(6,10)",40127,338.9
"Lamb County, Texas(6,10)",48279,338.5
"Dickinson County, Michigan(6,10)",26043,338.4
"Frio County, Texas(6,10)",48163,338.4
"Teton County, Idaho(6,10)",16081,338.1
"Hidalgo County, New Mexico(7,8)",35023,338
"Ferry County, Washington(6,10)",53019,337.5
"Foard County, Texas(6,10)",48155,337.3
"Wheatland County, Montana(6,10)",30107,337.2
"Bent County, Colorado(6,10)",8011,336.9
"Valley County, Nebraska(6,10)",31175,336.9
"Oneida County, Idaho(6,10)",16071,336.6
"Real County, Texas(6,10)",48385,336.4
"Polk County, Wisconsin(6,10)",55095,336.1
"Jeff Davis County, Texas(6,10)",48243,335.9
"Dickens County, Texas(6,10)",48125,335.6
"Briscoe County, Texas(6,10)",48045,335.4
"Pulaski County, Georgia(7,9)",13235,334.8
"Gogebic County, Michigan(6,10)",26053,334.7
"McDonald County, Missouri(6,10)",29119,334.3
"Douglas County, Missouri(6,10)",29067,333.8
